100 9900
23 55 10
23 56 9
23 57 4
23 58 1
23 59 6
23 60 9
23 61 3
23 62 5
23 63 10
23 64 9
23 65 7
23 66 1
23 67 4
23 68 8
23 69 1
23 70 10
23 71 7
23 72 5
23 73 2
23 74 9
23 75 10
23 76 4
23 77 9
23 78 7
23 79 2
23 80 10
23 81 2
23 82 4
23 83 4
23 84 3
23 85 5
23 86 3
23 87 7
23 88 9
23 89 6
23 90 5
23 91 8
23 92 4
23 93 7
23 94 1
23 95 5
23 96 6
23 97 5
23 98 3
23 99 1
24 0 8
24 1 8
24 2 8
24 3 4
24 4 5
24 5 3
24 6 9
24 7 5
24 8 9
24 9 6
24 10 4
24 11 4
24 12 5
24 13 9
24 14 9
24 15 3
24 16 8
24 17 5
24 18 6
24 19 2
24 20 3
24 21 10
24 22 10
24 23 4
24 25 4
24 26 5
24 27 5
24 28 7
24 29 3
24 30 7
24 31 5
24 32 6
24 33 5
24 34 4
24 35 2
24 36 5
24 37 10
24 38 3
24 39 6
24 40 7
24 41 5
24 42 7
24 43 8
24 44 10
24 45 10
24 46 8
24 47 9
24 48 1
24 49 7
24 50 10
24 51 9
24 52 8
24 53 1
24 54 6
24 55 2
24 56 10
24 57 7
24 58 3
24 59 9
24 60 7
24 61 6
24 62 3
24 63 3
24 64 3
24 65 10
24 66 9
24 67 9
24 68 1
24 69 1
24 70 4
24 71 1
24 72 8
24 73 8
24 74 6
24 75 3
24 76 2
24 77 9
24 78 8
24 79 8
24 80 2
24 81 1
24 82 8
24 83 1
24 84 9
24 85 6
24 86 10
24 87 8
24 88 10
24 89 7
24 90 9
24 91 4
24 92 9
24 93 8
24 94 9
24 95 5
24 96 2
24 97 6
24 98 1
24 99 7
25 0 5
25 1 7
25 2 3
25 3 4
25 4 7
25 5 3
25 6 5
25 7 2
25 8 5
25 9 1
25 10 4
25 11 7
25 12 7
25 13 7
25 14 2
25 15 3
25 16 9
25 17 10
25 18 3
25 19 3
25 20 8
25 21 9
25 22 3
25 23 6
25 24 5
25 26 6
25 27 7
25 28 6
25 29 7
25 30 8
25 31 9
25 32 3
25 33 3
25 34 7
25 35 5
25 36 10
25 37 4
25 38 6
25 39 9
25 40 7
25 41 10
25 42 5
25 43 4
25 44 1
25 45 6
25 46 10
25 47 5
25 48 3
25 49 1
25 50 3
25 51 6
25 52 1
25 53 2
25 54 7
25 55 5
25 56 10
25 57 8
25 58 10
25 59 1
25 60 5
25 61 3
25 62 6
25 63 5
25 64 9
25 65 6
25 66 6
25 67 4
25 68 3
25 69 3
25 70 1
25 71 5
25 72 6
25 73 9
25 74 3
25 75 9
25 76 7
25 77 8
25 78 5
25 79 7
25 80 8
25 81 8
25 82 3
25 83 3
25 84 4
25 85 6
25 86 6
25 87 9
25 88 1
25 89 4
25 90 10
25 91 4
25 92 8
25 93 7
25 94 7
25 95 1
25 96 5
25 97 9
25 98 3
25 99 9
26 0 6
26 1 5
26 2 2
26 3 8
26 4 9
26 5 4
26 6 4
26 7 5
26 8 4
26 9 4
26 10 9
26 11 6
26 12 9
26 13 2
26 14 3
26 15 9
26 16 7
26 17 10
26 18 9
26 19 8
26 20 8
26 21 3
26 22 7
26 23 2
26 24 7
26 25 7
26 27 2
26 28 1
26 29 10
26 30 8
26 31 7
26 32 5
26 33 2
26 34 8
26 35 4
26 36 6
26 37 10
26 38 6
26 39 2
26 40 6
26 41 5
26 42 8
26 43 10
26 44 10
26 45 8
26 46 2
26 47 4
26 48 6
26 49 3
26 50 10
26 51 5
26 52 2
26 53 7
26 54 6
26 55 10
26 56 8
26 57 10
26 58 2
26 59 5
26 60 1
26 61 1
26 62 6
26 63 5
26 64 4
26 65 2
26 66 9
26 67 7
26 68 10
26 69 4
26 70 2
26 71 7
26 72 6
26 73 6
26 74 6
26 75 7
26 76 4
26 77 2
26 78 10
26 79 1
26 80 10
26 81 3
26 82 6
26 83 4
26 84 2
26 85 10
26 86 10
26 87 8
26 88 3
26 89 6
26 90 3
26 91 6
26 92 7
26 93 10
26 94 5
26 95 5
26 96 5
26 97 2
26 98 6
26 99 7
27 0 1
27 1 3
27 2 1
27 3 7
27 4 9
27 5 1
27 6 10
27 7 8
27 8 7
27 9 5
27 10 2
27 11 5
27 12 10
27 13 6
27 14 7
27 15 2
27 16 7
27 17 8
27 18 5
27 19 3
27 20 6
27 21 4
27 22 8
27 23 6
27 24 7
27 25 9
27 26 6
27 28 1
27 29 8
27 30 4
27 31 3
27 32 3
27 33 2
27 34 1
27 35 1
27 36 2
27 37 1
27 38 10
27 39 5
27 40 1
27 41 1
27 42 9
27 43 8
27 44 1
27 45 10
27 46 2
27 47 3
27 48 1
27 49 7
27 50 10
27 51 4
27 52 2
27 53 10
27 54 9
27 55 3
27 56 5
27 57 3
27 58 6
27 59 4
27 60 7
27 61 6
27 62 4
27 63 4
27 64 6
27 65 5
27 66 3
27 67 4
27 68 1
27 69 9
27 70 2
27 71 6
27 72 9
27 73 9
27 74 2
27 75 9
27 76 4
27 77 9
27 78 1
27 79 4
27 80 3
27 81 2
27 82 2
27 83 5
27 84 9
27 85 3
27 86 1
27 87 4
27 88 10
27 89 4
27 90 6
27 91 10
27 92 7
27 93 10
27 94 6
27 95 2
27 96 10
27 97 7
27 98 6
27 99 9
28 0 10
28 1 9
28 2 10
28 3 1
28 4 1
28 5 10
28 6 9
28 7 7
28 8 8
28 9 2
28 10 5
28 11 4
28 12 1
28 13 8
28 14 8
28 15 6
28 16 8
28 17 10
28 18 10
28 19 8
28 20 7
28 21 2
28 22 3
28 23 10
28 24 4
28 25 4
28 26 5
28 27 6
28 29 6
28 30 2
28 31 4
28 32 8
28 33 5
28 34 2
28 35 7
28 36 5
28 37 1
28 38 9
28 39 6
28 40 7
28 41 2
28 42 4
28 43 8
28 44 8
28 45 3
28 46 10
28 47 1
28 48 10
28 49 7
28 50 1
28 51 2
28 52 7
28 53 6
28 54 5
28 55 7
28 56 10
28 57 1
28 58 1
28 59 1
28 60 5
28 61 6
28 62 3
28 63 9
28 64 2
28 65 7
28 66 7
28 67 10
28 68 6
28 69 8
28 70 10
28 71 3
28 72 3
28 73 4
28 74 4
28 75 6
28 76 8
28 77 7
28 78 3
28 79 10
28 80 8
28 81 2
28 82 3
28 83 4
28 84 4
28 85 4
28 86 9
28 87 9
28 88 7
28 89 3
28 90 1
28 91 5
28 92 1
28 93 4
28 94 2
28 95 3
28 96 9
28 97 6
28 98 6
28 99 8
29 0 8
29 1 10
29 2 8
29 3 7
29 4 3
29 5 10
29 6 1
29 7 7
29 8 5
29 9 8
29 10 2
29 11 9
29 12 6
29 13 10
29 14 10
29 15 8
29 16 6
29 17 8
29 18 9
29 19 2
29 20 1
29 21 2
29 22 7
29 23 5
29 24 8
29 25 6
29 26 6
29 27 9
29 28 5
29 30 7
29 31 10
29 32 7
29 33 5
29 34 2
29 35 1
29 36 6
29 37 8
29 38 10
29 39 6
29 40 10
29 41 3
29 42 4
29 43 2
29 44 9
29 45 8
29 46 8
29 47 8
29 48 10
29 49 1
29 50 10
29 51 2
29 52 8
29 53 9
29 54 8
29 55 3
29 56 3
29 57 9
29 58 10
29 59 3
29 60 1
29 61 3
29 62 2
29 63 10
29 64 3
29 65 2
29 66 8
29 67 4
29 68 4
29 69 6
29 70 9
29 71 9
29 72 3
29 73 9
29 74 7
29 75 8
29 76 6
29 77 1
29 78 2
29 79 3
29 80 4
29 81 1
29 82 1
29 83 10
29 84 6
29 85 4
29 86 7
29 87 2
29 88 9
29 89 1
29 90 2
29 91 2
29 92 1
29 93 4
29 94 1
29 95 8
29 96 7
29 97 3
29 98 2
29 99 3
30 0 9
30 1 9
30 2 10
30 3 1
30 4 6
30 5 7
30 6 1
30 7 10
30 8 8
30 9 1
30 10 2
30 11 7
30 12 4
30 13 3
30 14 9
30 15 5
30 16 4
30 17 6
30 18 8
30 19 7
30 20 7
30 21 5
30 22 10
30 23 10
30 24 8
30 25 7
30 26 5
30 27 1
30 28 2
30 29 6
30 31 2
30 32 6
30 33 4
30 34 10
30 35 5
30 36 5
30 37 6
30 38 10
30 39 2
30 40 6
30 41 5
30 42 9
30 43 8
30 44 2
30 45 6
30 46 3
30 47 2
30 48 8
30 49 4
30 50 10
30 51 3
30 52 1
30 53 3
30 54 5
30 55 10
30 56 8
30 57 7
30 58 8
30 59 4
30 60 7
30 61 8
30 62 5
30 63 2
30 64 8
30 65 3
30 66 3
30 67 9
30 68 2
30 69 2
30 70 7
30 71 8
30 72 5
30 73 3
30 74 4
30 75 6
30 76 2
30 77 1
30 78 6
30 79 9
30 80 2
30 81 5
30 82 3
30 83 3
30 84 9
30 85 4
30 86 2
30 87 9
30 88 1
30 89 2
30 90 9
30 91 2
30 92 5
30 93 1
30 94 7
30 95 4
30 96 9
30 97 2
30 98 7
30 99 2
31 0 7
31 1 7
31 2 5
31 3 7
31 4 6
31 5 3
31 6 2
31 7 6
31 8 6
31 9 3
31 10 4
31 11 1
31 12 4
31 13 6
31 14 2
31 15 1
31 16 6
31 17 5
31 18 8
31 19 8
31 20 8
31 21 3
31 22 6
31 23 3
31 24 4
31 25 8
31 26 6
31 27 1
31 28 8
31 29 6
31 30 1
31 32 6
31 33 7
31 34 10
31 35 7
31 36 5
31 37 5
31 38 9
31 39 6
31 40 5
31 41 9
31 42 1
31 43 10
31 44 5
31 45 10
31 46 5
31 47 10
31 48 10
31 49 9
31 50 10
31 51 1
31 52 6
31 53 5
31 54 2
31 55 6
31 56 9
31 57 9
31 58 7
31 59 10
31 60 10
31 61 5
31 62 3
31 63 8
31 64 8
31 65 1
31 66 3
31 67 10
31 68 6
31 69 1
31 70 4
31 71 7
31 72 6
31 73 10
31 74 1
31 75 1
31 76 8
31 77 8
31 78 8
31 79 2
31 80 7
31 81 5
31 82 4
31 83 10
31 84 1
31 85 1
31 86 6
31 87 7
31 88 10
31 89 2
31 90 7
31 91 3
31 92 3
31 93 5
31 94 1
31 95 6
31 96 2
31 97 6
31 98 8
31 99 6
32 0 3
32 1 10
32 2 7
32 3 10
32 4 8
32 5 9
32 6 5
32 7 8
32 8 3
32 9 10
32 10 5
32 11 10
32 12 4
32 13 1
32 14 2
32 15 4
32 16 2
32 17 3
32 18 1
32 19 6
32 20 6
32 21 2
32 22 5
32 23 3
32 24 2
32 25 9
32 26 9
32 27 6
32 28 6
32 29 1
32 30 10
32 31 6
32 33 9
32 34 5
32 35 8
32 36 9
32 37 8
32 38 10
32 39 4
32 40 2
32 41 5
32 42 1
32 43 4
32 44 9
32 45 4
32 46 10
32 47 4
32 48 3
32 49 1
32 50 2
32 51 9
32 52 10
32 53 10
32 54 5
32 55 4
32 56 7
32 57 10
32 58 9
32 59 7
32 60 8
32 61 3
32 62 3
32 63 10
32 64 4
32 65 3
32 66 2
32 67 5
32 68 10
32 69 9
32 70 2
32 71 8
32 72 2
32 73 2
32 74 9
32 75 7
32 76 8
32 77 10
32 78 1
32 79 4
32 80 4
32 81 10
32 82 8
32 83 10
32 84 10
32 85 10
32 86 1
32 87 8
32 88 10
32 89 3
32 90 1
32 91 3
32 92 2
32 93 7
32 94 6
32 95 4
32 96 5
32 97 5
32 98 6
32 99 8
33 0 2
33 1 2
33 2 4
33 3 6
33 4 3
33 5 1
33 6 8
33 7 8
33 8 2
33 9 9
33 10 8
33 11 9
33 12 4
33 13 2
33 14 7
33 15 5
33 16 7
33 17 6
33 18 3
33 19 6
33 20 5
33 21 8
33 22 3
33 23 7
33 24 9
33 25 5
33 26 5
33 27 6
33 28 8
33 29 8
33 30 6
33 31 10
33 32 10
33 34 5
33 35 4
33 36 6
33 37 4
33 38 10
33 39 7
33 40 2
33 41 5
33 42 1
33 43 2
33 44 5
33 45 2
33 46 7
33 47 9
33 48 3
33 49 2
33 50 6
33 51 7
33 52 1
33 53 5
33 54 6
33 55 5
33 56 2
33 57 9
33 58 10
33 59 6
33 60 6
33 61 2
33 62 4
33 63 7
33 64 9
33 65 7
33 66 3
33 67 2
33 68 2
33 69 10
33 70 7
33 71 4
33 72 6
33 73 10
33 74 8
33 75 1
33 76 7
33 77 6
33 78 3
33 79 9
33 80 8
33 81 3
33 82 8
33 83 4
33 84 3
33 85 9
33 86 4
33 87 10
33 88 10
33 89 5
33 90 10
33 91 6
33 92 3
33 93 3
33 94 7
33 95 6
33 96 4
33 97 7
33 98 6
33 99 1
34 0 2
34 1 9
34 2 9
34 3 9
34 4 8
34 5 8
34 6 7
34 7 6
34 8 3
34 9 2
34 10 9
34 11 7
34 12 5
34 13 10
34 14 7
34 15 3
34 16 7
34 17 10
34 18 5
34 19 3
34 20 1
34 21 5
34 22 3
34 23 3
34 24 2
34 25 2
34 26 2
34 27 10
34 28 3
34 29 10
34 30 8
34 31 4
34 32 2
34 33 4
34 35 3
34 36 9
34 37 10
34 38 7
34 39 4
34 40 6
34 41 4
34 42 9
34 43 7
34 44 3
34 45 9
34 46 7
34 47 6
34 48 10
34 49 8
34 50 5
34 51 3
34 52 10
34 53 2
34 54 8
34 55 9
34 56 10
34 57 3
34 58 8
34 59 5
34 60 3
34 61 2
34 62 4
34 63 4
34 64 1
34 65 7
34 66 6
34 67 7
34 68 5
34 69 6
34 70 10
34 71 7
34 72 1
34 73 6
34 74 1
34 75 3
34 76 10
34 77 5
34 78 2
34 79 2
34 80 8
34 81 5
34 82 5
34 83 1
34 84 2
34 85 7
34 86 1
34 87 10
34 88 1
34 89 8
34 90 3
34 91 10
34 92 5
34 93 6
34 94 6
34 95 2
34 96 8
34 97 1
34 98 10
34 99 5
35 0 7
35 1 5
35 2 2
35 3 4
35 4 4
35 5 3
35 6 4
35 7 3
35 8 5
35 9 7
35 10 9
35 11 7
35 12 2
35 13 1
35 14 8
35 15 9
35 16 8
35 17 5
35 18 6
35 19 9
35 20 8
35 21 8
35 22 10
35 23 3
35 24 5
35 25 7
35 26 2
35 27 2
35 28 5
35 29 3
35 30 9
35 31 1
35 32 5
35 33 9
35 34 10
35 36 9
35 37 1
35 38 3
35 39 3
35 40 5
35 41 7
35 42 4
35 43 3
35 44 3
35 45 10
35 46 5
35 47 5
35 48 9
35 49 2
35 50 8
35 51 9
35 52 4
35 53 10
35 54 2
35 55 6
35 56 2
35 57 8
35 58 6
35 59 8
35 60 10
35 61 10
35 62 2
35 63 9
35 64 9
35 65 10
35 66 10
35 67 3
35 68 1
35 69 5
35 70 10
35 71 2
35 72 6
35 73 4
35 74 2
35 75 3
35 76 4
35 77 6
35 78 8
35 79 6
35 80 9
35 81 8
35 82 5
35 83 2
35 84 7
35 85 6
35 86 1
35 87 4
35 88 10
35 89 10
35 90 3
35 91 1
35 92 10
35 93 4
35 94 1
35 95 3
35 96 10
35 97 4
35 98 10
35 99 8
36 0 2
36 1 8
36 2 6
36 3 1
36 4 2
36 5 5
36 6 5
36 7 10
36 8 8
36 9 5
36 10 3
36 11 9
36 12 5
36 13 6
36 14 2
36 15 3
36 16 4
36 17 1
36 18 2
36 19 4
36 20 6
36 21 2
36 22 9
36 23 3
36 24 5
36 25 8
36 26 6
36 27 2
36 28 1
36 29 5
36 30 4
36 31 10
36 32 5
36 33 5
36 34 6
36 35 10
36 37 9
36 38 1
36 39 4
36 40 1
36 41 3
36 42 8
36 43 10
36 44 1
36 45 3
36 46 5
36 47 8
36 48 7
36 49 2
36 50 10
36 51 6
36 52 3
36 53 1
36 54 7
36 55 2
36 56 6
36 57 1
36 58 1
36 59 5
36 60 3
36 61 6
36 62 9
36 63 1
36 64 4
36 65 10
36 66 7
36 67 10
36 68 4
36 69 10
36 70 1
36 71 5
36 72 3
36 73 3
36 74 9
36 75 10
36 76 10
36 77 10
36 78 3
36 79 4
36 80 9
36 81 5
36 82 5
36 83 2
36 84 8
36 85 2
36 86 3
36 87 3
36 88 5
36 89 2
36 90 6
36 91 10
36 92 3
36 93 2
36 94 5
36 95 4
36 96 7
36 97 4
36 98 6
36 99 2
37 0 8
37 1 7
37 2 2
37 3 6
37 4 6
37 5 8
37 6 6
37 7 2
37 8 4
37 9 2
37 10 6
37 11 1
37 12 10
37 13 3
37 14 6
37 15 2
37 16 9
37 17 1
37 18 10
37 19 10
37 20 8
37 21 1
37 22 8
37 23 4
37 24 5
37 25 7
37 26 6
37 27 2
37 28 1
37 29 2
37 30 6
37 31 8
37 32 2
37 33 5
37 34 7
37 35 4
37 36 1
37 38 5
37 39 4
37 40 2
37 41 7
37 42 8
37 43 4
37 44 6
37 45 9
37 46 1
37 47 8
37 48 2
37 49 3
37 50 5
37 51 5
37 52 7
37 53 8
37 54 6
37 55 6
37 56 5
37 57 9
37 58 4
37 59 8
37 60 2
37 61 7
37 62 1
37 63 8
37 64 10
37 65 7
37 66 7
37 67 10
37 68 2
37 69 4
37 70 6
37 71 3
37 72 8
37 73 3
37 74 9
37 75 8
37 76 4
37 77 5
37 78 4
37 79 6
37 80 4
37 81 5
37 82 8
37 83 6
37 84 7
37 85 3
37 86 3
37 87 9
37 88 6
37 89 2
37 90 1
37 91 9
37 92 5
37 93 9
37 94 5
37 95 6
37 96 3
37 97 7
37 98 1
37 99 10
38 0 9
38 1 9
38 2 5
38 3 10
38 4 7
38 5 9
38 6 10
38 7 4
38 8 8
38 9 9
38 10 9
38 11 3
38 12 8
38 13 3
38 14 6
38 15 4
38 16 9
38 17 9
38 18 6
38 19 1
38 20 6
38 21 7
38 22 7
38 23 9
38 24 2
38 25 1
38 26 9
38 27 1
38 28 8
38 29 3
38 30 6
38 31 5
38 32 4
38 33 7
38 34 2
38 35 5
38 36 6
38 37 7
38 39 2
38 40 7
38 41 7
38 42 8
38 43 5
38 44 9
38 45 1
38 46 2
38 47 7
38 48 6
38 49 1
38 50 4
38 51 4
38 52 4
38 53 9
38 54 1
38 55 2
38 56 3
38 57 2
38 58 4
38 59 5
38 60 8
38 61 6
38 62 6
38 63 2
38 64 10
38 65 4
38 66 4
38 67 10
38 68 1
38 69 10
38 70 1
38 71 9
38 72 1
38 73 1
38 74 1
38 75 7
38 76 3
38 77 6
38 78 2
38 79 3
38 80 8
38 81 2
38 82 10
38 83 8
38 84 2
38 85 6
38 86 3
38 87 10
38 88 1
38 89 6
38 90 2
38 91 8
38 92 7
38 93 5
38 94 3
38 95 3
38 96 9
38 97 6
38 98 3
38 99 4
39 0 6
39 1 2
39 2 4
39 3 10
39 4 7
39 5 6
39 6 7
39 7 2
39 8 5
39 9 3
39 10 10
39 11 5
39 12 8
39 13 5
39 14 8
39 15 2
39 16 9
39 17 1
39 18 8
39 19 7
39 20 3
39 21 1
39 22 6
39 23 1
39 24 8
39 25 5
39 26 9
39 27 10
39 28 4
39 29 3
39 30 4
39 31 5
39 32 1
39 33 9
39 34 10
39 35 8
39 36 5
39 37 7
39 38 9
39 40 4
39 41 7
39 42 9
39 43 4
39 44 10
39 45 8
39 46 1
39 47 3
39 48 9
39 49 5
39 50 8
39 51 3
39 52 1
39 53 5
39 54 6
39 55 9
39 56 1
39 57 5
39 58 8
39 59 9
39 60 4
39 61 8
39 62 2
39 63 9
39 64 1
39 65 3
39 66 2
39 67 10
39 68 7
39 69 9
39 70 3
39 71 1
39 72 6
39 73 3
39 74 3
39 75 7
39 76 5
39 77 6
39 78 2
39 79 8
39 80 10
39 81 1
39 82 3
39 83 7
39 84 5
39 85 9
39 86 2
39 87 9
39 88 3
39 89 1
39 90 3
39 91 2
39 92 7
39 93 7
39 94 4
39 95 3
39 96 7
39 97 7
39 98 3
39 99 2
40 0 4
40 1 4
40 2 1
40 3 5
40 4 7
40 5 8
40 6 6
40 7 8
40 8 7
40 9 2
40 10 8
40 11 2
40 12 2
40 13 5
40 14 3
40 15 5
40 16 8
40 17 2
40 18 7
40 19 10
40 20 1
40 21 5
40 22 1
40 23 8
40 24 2
40 25 9
40 26 6
40 27 8
40 28 4
40 29 1
40 30 1
40 31 5
40 32 2
40 33 10
40 34 5
40 35 8
40 36 7
40 37 1
40 38 1
40 39 7
40 41 1
40 42 1
40 43 8
40 44 6
40 45 5
40 46 2
40 47 8
40 48 5
40 49 10
40 50 2
40 51 5
40 52 5
40 53 9
40 54 4
40 55 10
40 56 1
40 57 2
40 58 1
40 59 3
40 60 10
40 61 5
40 62 10
40 63 2
40 64 1
40 65 10
40 66 8
40 67 2
40 68 3
40 69 5
40 70 4
40 71 7
40 72 8
40 73 8
40 74 3
40 75 6
40 76 3
40 77 7
40 78 5
40 79 5
40 80 10
40 81 10
40 82 9
40 83 9
40 84 9
40 85 3
40 86 9
40 87 1
40 88 6
40 89 6
40 90 8
40 91 4
40 92 10
40 93 8
40 94 1
40 95 7
40 96 6
40 97 4
40 98 10
40 99 6
41 0 10
41 1 2
41 2 3
41 3 6
41 4 9
41 5 8
41 6 5
41 7 7
41 8 4
41 9 1
41 10 5
41 11 6
41 12 1
41 13 6
41 14 5
41 15 3
41 16 9
41 17 9
41 18 5
41 19 1
41 20 5
41 21 2
41 22 6
41 23 2
41 24 9
41 25 3
41 26 1
41 27 8
41 28 2
41 29 3
41 30 8
41 31 10
41 32 10
41 33 6
41 34 1
41 35 2
41 36 5
41 37 3
41 38 1
41 39 8
41 40 1
41 42 9
41 43 7
41 44 6
41 45 9
41 46 3
41 47 4
41 48 10
41 49 5
41 50 3
41 51 6
41 52 9
41 53 6
41 54 4
41 55 4
41 56 10
41 57 1
41 58 10
41 59 5
41 60 8
41 61 1
41 62 5
41 63 10
41 64 6
41 65 3
41 66 5
41 67 9
41 68 6
41 69 7
41 70 10
41 71 4
41 72 4
41 73 10
41 74 4
41 75 10
41 76 8
41 77 1
41 78 8
41 79 4
41 80 6
41 81 7
41 82 4
41 83 10
41 84 4
41 85 1
41 86 7
41 87 8
41 88 10
41 89 2
41 90 7
41 91 6
41 92 1
41 93 5
41 94 2
41 95 4
41 96 2
41 97 5
41 98 10
41 99 3
42 0 8
42 1 9
42 2 6
42 3 10
42 4 10
42 5 7
42 6 6
42 7 4
42 8 9
42 9 3
42 10 10
42 11 7
42 12 7
42 13 9
42 14 1
42 15 1
42 16 5
42 17 2
42 18 1
42 19 5
42 20 2
42 21 10
42 22 4
42 23 7
42 24 7
42 25 9
42 26 5
42 27 5
42 28 7
42 29 5
42 30 5
42 31 9
42 32 7
42 33 2
42 34 10
42 35 5
42 36 7
42 37 8
42 38 9
42 39 5
42 40 3
42 41 10
42 43 7
42 44 5
42 45 6
42 46 3
42 47 1
42 48 9
42 49 6
42 50 7
42 51 5
42 52 9
42 53 9
42 54 8
42 55 2
42 56 10
42 57 1
42 58 7
42 59 3
42 60 3
42 61 2
42 62 2
42 63 1
42 64 2
42 65 9
42 66 10
42 67 1
42 68 6
42 69 4
42 70 1
42 71 8
42 72 5
42 73 3
42 74 1
42 75 7
42 76 5
42 77 8
42 78 9
42 79 4
42 80 9
42 81 6
42 82 7
42 83 9
42 84 4
42 85 7
42 86 2
42 87 10
42 88 5
42 89 7
42 90 6
42 91 5
42 92 2
42 93 8
42 94 6
42 95 2
42 96 3
42 97 6
42 98 8
42 99 4
43 0 9
43 1 6
43 2 8
43 3 5
43 4 6
43 5 4
43 6 10
43 7 10
43 8 3
43 9 5
43 10 5
43 11 10
43 12 10
43 13 2
43 14 5
43 15 1
43 16 10
43 17 5
43 18 2
43 19 4
43 20 2
43 21 2
43 22 3
43 23 10
43 24 10
43 25 4
43 26 3
43 27 10
43 28 7
43 29 6
43 30 6
43 31 5
43 32 9
43 33 2
43 34 4
43 35 7
43 36 3
43 37 7
43 38 6
43 39 6
43 40 4
43 41 8
43 42 1
43 44 4
43 45 10
43 46 3
43 47 2
43 48 3
43 49 2
43 50 6
43 51 4
43 52 1
43 53 2
43 54 10
43 55 8
43 56 3
43 57 9
43 58 8
43 59 6
43 60 1
43 61 9
43 62 3
43 63 1
43 64 8
43 65 3
43 66 3
43 67 7
43 68 1
43 69 3
43 70 2
43 71 3
43 72 7
43 73 9
43 74 8
43 75 5
43 76 2
43 77 1
43 78 3
43 79 10
43 80 1
43 81 9
43 82 7
43 83 4
43 84 6
43 85 9
43 86 4
43 87 10
43 88 6
43 89 6
43 90 10
43 91 5
43 92 4
43 93 10
43 94 9
43 95 10
43 96 4
43 97 6
43 98 10
43 99 4
44 0 1
44 1 6
44 2 2
44 3 2
44 4 8
44 5 1
44 6 5
44 7 1
44 8 4
44 9 2
44 10 2
44 11 5
44 12 6
44 13 8
44 14 3
44 15 4
44 16 6
44 17 10
44 18 8
44 19 8
44 20 3
44 21 5
44 22 2
44 23 6
44 24 3
44 25 10
44 26 5
44 27 8
44 28 6
44 29 2
44 30 3
44 31 6
44 32 7
44 33 5
44 34 1
44 35 5
44 36 3
44 37 2
44 38 7
44 39 5
44 40 5
44 41 1
44 42 2
44 43 3
44 45 5
44 46 2
44 47 2
44 48 2
44 49 6
44 50 8
44 51 1
44 52 3
44 53 5
44 54 1
44 55 8
44 56 5
44 57 10
44 58 3
44 59 7
44 60 5
44 61 5
44 62 2
44 63 9
44 64 1
44 65 4
44 66 9
44 67 1
44 68 10
44 69 5
44 70 7
44 71 1
44 72 10
44 73 2
44 74 8
44 75 9
44 76 5
44 77 9
44 78 1
44 79 1
44 80 6
44 81 4
44 82 6
44 83 4
44 84 6
44 85 5
44 86 4
44 87 5
44 88 4
44 89 4
44 90 6
44 91 7
44 92 5
44 93 6
44 94 10
44 95 3
44 96 7
44 97 10
44 98 5
44 99 2
45 0 3
45 1 9
45 2 2
45 3 10
45 4 2
45 5 1
45 6 10
45 7 2
45 8 6
45 9 1
45 10 2
45 11 8
45 12 9
45 13 2
45 14 4
45 15 1
45 16 4
45 17 2
45 18 8
45 19 3
45 20 4
45 21 2
45 22 1
45 23 3
45 24 3
45 25 1
45 26 2
45 27 3
45 28 1
45 29 9
45 30 2
45 31 9
45 32 5
45 33 9
45 34 1
45 35 6
45 36 7
45 37 4
45 38 8
45 39 5
45 40 7
45 41 3
45 42 10
45 43 4
45 44 1
45 46 5
45 47 7
45 48 3
45 49 7
45 50 6
45 51 3
45 52 3
45 53 9
45 54 4
45 55 7
45 56 1
45 57 1
45 58 9
45 59 2
45 60 4
45 61 5
45 62 10
45 63 2
45 64 2
45 65 10
45 66 10
45 67 7
45 68 5
45 69 4
45 70 7
45 71 9
45 72 2
45 73 5
45 74 4
45 75 2
45 76 7
45 77 2
45 78 3
45 79 7
45 80 3
45 81 7
45 82 9
45 83 3
45 84 7
45 85 1
45 86 7
45 87 9
45 88 3
45 89 7
45 90 8
45 91 6
45 92 10
45 93 10
45 94 7
45 95 3
45 96 2
45 97 2
45 98 7
45 99 2
46 0 6
46 1 9
46 2 2
46 3 1
46 4 2
46 5 7
46 6 9
46 7 1
46 8 7
46 9 4
46 10 3
46 11 1
46 12 2
46 13 5
46 14 8
46 15 9
46 16 2
46 17 8
46 18 5
46 19 4
46 20 6
46 21 5
46 22 6
46 23 10
46 24 1
46 25 1
46 26 7
46 27 5
46 28 2
46 29 2
46 30 1
46 31 4
46 32 1
46 33 5
46 34 4
46 35 10
46 36 6
46 37 10
46 38 10
46 39 1
46 40 3
46 41 2
46 42 3
46 43 5
46 44 1
46 45 3
46 47 4
46 48 10
46 49 2
46 50 6
46 51 5
46 52 4
46 53 5
46 54 4
46 55 3
46 56 8
46 57 4
46 58 10
46 59 7
46 60 2
46 61 9
46 62 9
46 63 5
46 64 7
46 65 9
46 66 5
46 67 6
46 68 9
46 69 10
46 70 7
46 71 3
46 72 7
46 73 10
46 74 4
46 75 1
46 76 4
46 77 1
46 78 9
46 79 10
46 80 6
46 81 1
46 82 6
46 83 9
46 84 1
46 85 2
46 86 10
46 87 5
46 88 6
46 89 10
46 90 7
46 91 6
46 92 5
46 93 1
46 94 2
46 95 7
46 96 6
46 97 3
46 98 8
46 99 7
47 0 2
47 1 7
47 2 5
47 3 6
47 4 9
47 5 4
47 6 1
47 7 1
47 8 1
47 9 4
